DATE,STATION,DailyAltimeterSetting,DailyDewPointTemperature,DailyDryBulbTemperature,DailyPrecipitation,DailyPresentWeatherType,DailyPressureChange,DailyPressureTendency,DailyRelativeHumidity,DailySeaLevelPressure,DailySkyConditions,DailyStationPressure,DailyVisibility,DailyWetBulbTemperature,DailyWindDirection,DailyWindGustSpeed,DailyWindSpeed
2023-01-01,72793724222,30.08794117647059,39.0,42.0,0,-RA:02 |RA |RA,0.00125,4.5,85.38235294117646,30.089583333333337,CLR:00,29.437647058823533,10.0,40.11764705882353,0,17.0,2.588235294117647
2023-01-02,72793724222,29.74458333333333,24.0,40.583333333333336,0,-RA:02 |RA |RA,0.03375,5.625,60.208333333333336,29.75375,CLR:00,29.094583333333336,10.0,35.166666666666664,VRB,17.0,5.833333333333333
2023-01-03,72793724222,29.82481481481481,29.0,41.03703703703704,0,-RA:02 |RA |RA,-0.01875,4.125,64.85185185185185,29.839583333333334,CLR:00,29.174814814814816,10.0,36.629629629629626,110,17.333333333333332,8.592592592592593
2023-01-04,72793724222,29.74208333333333,28.0,44.91666666666666,0,-RA:02 |RA |RA,0.04375,6.0,50.79166666666666,29.74791666666667,CLR:00,29.095416666666665,10.0,37.75,110,24.363636363636363,10.217391304347826
2023-01-05,72793724222,29.543333333333333,30.0,51.375,T,-RA:02 |RA |RA,-0.03,4.25,53.75,29.544166666666666,BKN:07 65 OVC:08 80,28.90041666666667,10.0,43.79166666666666,110,24.11764705882353,13.166666666666666
2023-01-06,72793724222,29.9525,38.0,46.833333333333336,0,-RA:02 |RA |RA,-0.0225,3.375,75.5,29.9575,CLR:00,29.3025,10.0,43.333333333333336,110,18.666666666666668,10.0
2023-01-07,72793724222,29.822916666666668,42.0,46.375,0.01,-RA:02 |RA |RA,0.0325,6.75,78.58333333333333,29.82708333333333,OVC:08 50,29.172916666666666,10.0,43.458333333333336,100,29.0,5.75
2023-01-08,72793724222,29.669375,42.0,45.65625,0,-RA:02 |RA |RA,-0.0175,4.375,79.40625,29.66583333333333,CLR:00,29.0228125,10.0,42.875,160,29.0,10.84375
2023-01-09,72793724222,29.560357142857136,41.0,45.35714285714285,0,-RA:02 |RA |RA,0.0212499999999999,4.125,75.07142857142857,29.56416666666666,CLR:00,28.91714285714286,10.0,41.82142857142857,VRB,24.181818181818183,10.25
2023-01-10,72793724222,29.645,40.0,46.375,0,-RA:02 |RA |RA,-0.00125,3.875,70.58333333333333,29.648750000000003,CLR:00,28.99791666666667,10.0,42.04166666666666,110,20.0,7.208333333333333
2023-01-11,72793724222,29.84625,39.0,48.875,0,-RA:02 |RA |RA,-0.0225,2.875,62.0,29.848333333333333,OVC:08 60,29.196250000000003,10.0,42.958333333333336,VRB,20.0,7.791666666666667
2023-01-12,72793724222,29.855,44.0,47.392857142857146,0.01,-RA:02 |RA |RA,-0.0012499999999999,5.375,87.75,29.852083333333336,OVC:08 60,29.205,10.0,45.892857142857146,110,21.875,10.107142857142858
2023-01-13,72793724222,29.718823529411765,48.0,50.52941176470589,T,-RA:02 |RA |RA,0.0225,5.875,86.8529411764706,29.72,BKN:07 6 OVC:08 24,29.06882352941177,10.0,48.44117647058823,150,23.33333333333333,10.029411764705882
2023-01-14,72793724222,29.47928571428572,44.0,49.142857142857146,0,-RA:02 |RA |RA,0.0425,6.625,76.85714285714286,29.45208333333333,CLR:00,28.836071428571422,10.0,45.71428571428572,0,24.83333333333333,6.964285714285714
2023-01-15,72793724222,29.39085714285714,41.0,45.457142857142856,T,-RA:02 |RA |RA,-0.0225,2.125,83.48571428571428,29.36708333333333,BKN:07 28 OVC:08 36,28.75085714285714,10.0,43.371428571428574,160,24.83333333333333,10.571428571428571
2023-01-16,72793724222,29.70758620689655,37.0,45.03448275862069,0,BR:1 ||,-0.04125,1.5,74.37931034482759,29.721666666666668,CLR:00,29.058965517241376,10.0,41.41379310344828,170,23.428571428571427,12.03448275862069
2023-01-17,72793724222,29.90928571428572,39.0,43.21428571428572,0,BR:1 ||,-0.0062499999999999,4.125,84.19047619047619,29.915000000000003,OVC:08 29,29.25928571428572,10.0,41.142857142857146,150,22.923076923076923,11.166666666666666
2023-01-18,72793724222,29.894054054054045,39.0,41.567567567567565,0,-RA:02 |RA |RA,-0.01625,3.75,87.27027027027027,29.890416666666667,BKN:07 6 BKN:07 14 OVC:08 39,29.24405405405406,10.0,39.972972972972975,150,21.25,7.918918918918919
2023-01-19,72793724222,30.30450704225352,35.0,37.563380281690144,0,BR:1 ||,-0.0525,2.25,90.73239436619718,30.360833333333336,CLR:00,29.646056338028167,10.0,36.54929577464789,150,22.666666666666668,4.71830985915493
2023-01-20,72793724222,30.475,32.0,37.96875,0,BR:1 ||,0.00875,4.75,80.625,30.487916666666667,CLR:00,29.815,10.0,35.59375,0,22.666666666666668,2.40625
2023-01-21,72793724222,30.16629629629629,36.0,37.388888888888886,T,VCFG:2 s ||FG s,0.02375,5.125,89.22222222222223,30.21625,CLR:00,29.511851851851844,10.0,36.18518518518518,0,22.666666666666668,6.75925925925926
2023-01-22,72793724222,30.422857142857143,33.0,38.80952380952381,0,-RA:02 |RA |RA,-0.0225,3.5,84.57142857142857,30.44833333333333,FEW:02 4 SCT:04 7 BKN:07 15,29.762857142857143,10.0,36.92857142857143,0,20.666666666666668,2.2142857142857144
2023-01-23,72793724222,30.496451612903225,35.0,39.67741935483871,0,BR:1 ||,-0.0087499999999999,3.875,79.96774193548387,30.50916666666666,OVC:08 32,29.836451612903232,10.0,37.2258064516129,0,20.666666666666668,3.3
2023-01-24,72793724222,30.59024390243903,41.0,41.53658536585366,0,BR:1 ||,-0.01125,1.5,89.5609756097561,30.58625,OVC:08 3,29.930243902439027,10.0,40.26829268292683,150,20.666666666666668,4.7317073170731705
2023-01-25,72793724222,30.69235294117647,41.0,42.4264705882353,0,BR:1 ||,-0.0099999999999999,4.375,92.5,30.704583333333336,OVC:08 1,30.028382352941176,10.0,41.48529411764706,0,20.666666666666668,3.808823529411765
2023-01-26,72793724222,30.575384615384607,39.0,41.69230769230769,0,BR:1 ||,0.03875,6.75,90.5,30.575416666666666,OVC:08 2,29.91326923076923,2.5,40.44230769230769,0,20.666666666666668,4.538461538461538
2023-01-27,72793724222,30.20931034482759,41.0,43.03448275862069,0,-RA:02 BR:1 |RA |RA,0.0225,6.25,91.01724137931036,30.22,OVC:08 2,29.550517241379318,10.0,41.93103448275862,0,20.666666666666668,3.413793103448276
2023-01-28,72793724222,30.140384615384612,40.0,40.90384615384615,0,BR:1 ||,-0.01125,4.75,85.65384615384616,30.16541666666667,CLR:00,29.489230769230765,10.0,39.17307692307692,0,20.666666666666668,4.22
2023-01-29,72793724222,30.445,14.0,33.083333333333336,0,-SN:03 |SN |,-0.0225,3.625,52.79166666666666,30.46291666666667,CLR:00,29.785,10.0,27.83333333333333,0,17.0,4.25
2023-01-30,72793724222,30.402083333333337,16.0,31.75,0,-SN:03 |SN |,0.01375,5.875,56.833333333333336,30.42083333333333,CLR:00,29.74208333333333,10.0,27.25,0,18.5,2.75
2023-01-31,72793724222,30.225,25.0,35.583333333333336,0,-SN:03 |SN |,0.0225,6.625,62.75,30.240416666666665,CLR:00,29.567916666666665,10.0,31.25,0,18.5,3.125
2023-02-01,72793724222,30.13448275862069,25.0,39.689655172413794,0,-RA:02 |RA |RA,0.005,4.5,55.6551724137931,30.147500000000004,CLR:00,29.48275862068965,10.0,33.96551724137931,VRB,18.5,4.689655172413793
2023-02-02,72793724222,30.097916666666663,29.0,45.16666666666666,0,-RA:02 |RA |RA,0.0075,4.5,48.625,30.106666666666666,CLR:00,29.44708333333333,10.0,37.66666666666666,150,18.5,8.791666666666666
2023-02-03,72793724222,29.898387096774197,40.0,45.61290322580645,0,-RA:02 |RA |RA,0.00625,3.625,66.74193548387096,29.896666666666665,CLR:00,29.24838709677419,10.0,40.87096774193548,180,32.25,15.193548387096774
2023-02-04,72793724222,29.95037037037037,41.0,46.407407407407405,0,-RA:02 |RA |RA,0.02625,6.375,81.85185185185185,29.9475,OVC:08 60,29.30037037037037,10.0,43.96296296296296,160,24.6,10.296296296296296
2023-02-05,72793724222,29.924054054054057,43.0,44.891891891891895,0,-RA:02 |RA |RA,-0.0475,3.625,85.70270270270271,29.89458333333334,BKN:07 6,29.272702702702706,10.0,43.02702702702703,0,30.166666666666668,2.945945945945946
2023-02-06,72793724222,30.314871794871795,39.0,44.66666666666666,0,BR:1 ||,-0.01375,4.0,81.64102564102564,30.3275,OVC:08 9,29.65487179487178,10.0,42.23076923076923,180,30.166666666666668,15.871794871794872
2023-02-07,72793724222,30.15536585365854,38.0,44.707317073170735,0,-RA:02 |RA |RA,-0.005,5.125,81.90243902439025,30.162916666666664,FEW:02 2 BKN:07 9 OVC:08 43,29.501463414634152,10.0,42.26829268292683,170,29.09523809523809,10.875
2023-02-08,72793724222,30.427407407407404,35.0,41.55555555555556,0,-RA:02 |RA |RA,-0.0114285714285714,5.285714285714286,75.70370370370371,30.452608695652174,CLR:00,29.767407407407408,10.0,38.18518518518518,160,32.5,6.962962962962963
2023-02-09,72793724222,30.171250000000004,32.0,47.625,0,-RA:02 |RA |RA,0.0475,7.0,58.66666666666666,30.1775,CLR:00,29.51625,10.0,41.375,110,32.5,9.75
2023-02-10,72793724222,30.17926829268293,40.0,45.48780487804878,0,-RA:02 |RA |RA,-0.02625,2.0,79.63414634146342,30.188333333333333,CLR:00,29.523414634146334,10.0,42.78048780487805,160,25.5,10.951219512195122
2023-02-11,72793724222,30.296176470588232,36.0,41.20588235294117,0,-RA:02 |RA |RA,-0.0025,3.625,81.47058823529412,30.30583333333333,CLR:00,29.63617647058824,10.0,38.794117647058826,340,29.0,3.5294117647058822
2023-02-12,72793724222,30.09199999999999,34.0,43.766666666666666,0,-RA:02 |RA |RA,0.045,6.5,72.86666666666666,30.14083333333332,BKN:07 24,29.437999999999995,10.0,39.9,0,29.0,11.2
2023-02-13,72793724222,29.83218181818181,36.0,39.74545454545454,T,-RA:02 |RA |RA,0.00375,4.375,82.61818181818182,29.84125,BKN:07 12,29.18218181818182,10.0,37.6,VRB,22.285714285714285,6.351851851851852
2023-02-14,72793724222,30.097428571428573,30.0,35.628571428571426,0,-SN:03 BR:1 |SN |,-0.05125,1.5,78.82857142857142,30.15375000000001,CLR:00,29.44371428571429,10.0,33.142857142857146,0,16.75,5.8
2023-02-15,72793724222,30.332916666666662,28.0,36.833333333333336,0,-RA:02 |RA |RA,0.005,3.75,71.66666666666667,30.348333333333333,CLR:00,29.67291666666667,10.0,33.333333333333336,150,22.0,5.541666666666667
2023-02-16,72793724222,30.1675,27.0,41.333333333333336,0,-RA:02 |RA |RA,0.0125,5.0,59.625,30.17875,OVC:08 110,29.514166666666664,10.0,36.083333333333336,160,22.0,7.916666666666667
2023-02-17,72793724222,30.21833333333334,37.0,41.45238095238095,0,-RA:02 |RA |RA,-0.00375,3.5,82.83333333333333,30.22791666666667,BKN:07 14 OVC:08 25,29.558333333333334,10.0,39.26190476190476,0,20.0,3.523809523809524
2023-02-18,72793724222,30.131463414634144,37.0,41.29268292682927,0,-RA:02 |RA |RA,-0.00375,4.125,87.41463414634147,30.147500000000004,OVC:08 8,29.4790243902439,10.0,39.8780487804878,160,20.0,7.463414634146342
2023-02-19,72793724222,30.21702127659575,42.0,43.02127659574468,0.01,BR:1 ||,0.00125,3.75,89.76595744680851,30.226250000000004,OVC:08 2,29.55702127659574,10.0,41.85106382978724,160,20.0,6.787234042553192
2023-02-20,72793724222,30.022777777777783,42.0,45.22222222222222,0,-RA:02 |RA |RA,0.06125,6.625,86.19444444444444,29.993333333333336,OVC:08 4,29.369722222222222,10.0,43.583333333333336,160,32.6,12.885714285714286
2023-02-21,72793724222,29.534047619047616,33.0,38.80952380952381,0,-RA:02 |RA |RA,0.02375,6.5,81.54761904761905,29.562083333333334,BKN:07 18 OVC:08 30,28.89214285714285,10.0,36.45238095238095,0,19.2,5.904761904761905
2023-02-22,72793724222,29.56215686274509,26.0,32.745098039215684,0,BR:1 ||,-0.01125,2.375,83.45098039215686,29.589166666666667,BKN:07 6 BKN:07 30 OVC:08 49,28.919607843137253,10.0,31.058823529411764,330,18.2,6.549019607843137
2023-02-23,72793724222,29.792916666666667,5.0,29.291666666666668,0,-SN:03 |SN |,-0.045,2.25,38.208333333333336,29.8125,CLR:00,29.142916666666665,10.0,22.791666666666668,100,20.33333333333333,9.958333333333334
2023-02-24,72793724222,30.10083333333333,11.0,28.70833333333333,0,-SN:03 |SN |,-0.0174999999999999,3.25,50.208333333333336,30.120416666666667,CLR:00,29.450833333333332,10.0,23.666666666666668,0,36.25,4.583333333333333
2023-02-25,72793724222,29.819230769230767,15.0,34.11538461538461,0,-SN:03 |SN |,0.07,6.625,55.11538461538461,29.859166666666667,CLR:00,29.17192307692308,10.0,28.884615384615383,0,36.25,8.346153846153847
2023-02-26,72793724222,29.554375,30.0,35.916666666666664,0,-SN:03 BR:1 |SN |,-0.01625,3.125,83.39583333333333,29.58833333333333,BKN:07 10 OVC:08 100,28.911249999999995,10.0,33.895833333333336,170,30.3,10.333333333333334
2023-02-27,72793724222,29.497750000000003,32.0,36.425,0,-RA:02 |RA |RA,0.03875,5.75,76.9,29.511666666666667,CLR:00,28.8555,10.0,33.825,VRB,20.5,7.027027027027027
2023-02-28,72793724222,29.56539682539682,31.0,33.65079365079365,0,-SN:03 BR:1 |SN |,-0.04625,2.875,89.85714285714286,29.585000000000004,VV:09 1,28.921111111111117,1.0,32.492063492063494,150,20.0,5.317460317460317
2023-03-01,72793724222,29.99032258064516,30.0,33.03225806451613,0.00,BR:1 ||,-0.03,3.0,87.16129032258064,30.04181818181818,VV:09 1,29.340322580645164,10.0,31.580645161290324,150,29.0,5.693548387096774
2023-03-02,72793724222,29.91872340425532,33.0,38.70212765957447,0.00,UP:09 ||,0.0062499999999999,3.75,81.61702127659575,29.934166666666663,BKN:07 8 BKN:07 65 OVC:08 95,29.268723404255308,10.0,36.361702127659576,170,35.0,13.297872340425531
2023-03-03,72793724222,29.859142857142857,33.0,37.114285714285714,0.00,-RA:02 |RA |RA,0.03375,7.125,84.42857142857143,29.892916666666665,SCT:04 7 BKN:07 25 OVC:08 90,29.20914285714285,10.0,35.31428571428572,150,22.2,11.411764705882351
2023-03-04,72793724222,29.540731707317075,32.0,37.78048780487805,T,-RA:02 |RA |RA,0.0125,4.875,79.51219512195122,29.545416666666668,OVC:08 9,28.897560975609757,10.0,35.14634146341464,VRB,21.83333333333333,8.21951219512195
2023-03-05,72793724222,29.78948717948719,32.0,37.74358974358975,0.00,-RA:02 |RA |RA,-0.0325,1.625,80.33333333333333,29.75583333333333,CLR:00,29.13948717948718,10.0,35.282051282051285,000,24.0,5.487179487179487
2023-03-06,72793724222,29.974444444444444,31.0,41.11111111111112,0.00,-RA:02 |RA |RA,-0.0174999999999999,2.25,72.22222222222223,29.9875,CLR:00,29.324444444444445,10.0,37.2962962962963,150,21.0,7.703703703703703
2023-03-07,72793724222,30.016451612903232,34.0,41.03225806451613,0.00,BR:1 ||,0.00625,5.375,75.0,30.0175,BKN:07 80,29.36645161290323,10.0,37.70967741935484,000,19.88888888888889,4.67741935483871
2023-03-08,72793724222,29.945357142857144,34.0,39.285714285714285,0.00,BR:1 ||,-0.00125,3.5,72.96428571428571,29.9575,CLR:00,29.295357142857146,10.0,35.92857142857143,000,19.88888888888889,6.407407407407407
2023-03-09,72793724222,29.761250000000004,23.0,43.208333333333336,0.00,-RA:02 |RA |RA,0.06375,7.5,55.208333333333336,29.769166666666667,CLR:00,29.11375,10.0,36.5,100,19.88888888888889,7.291666666666667
2023-03-10,72793724222,29.549268292682925,36.0,40.8780487804878,0.00,-RA:02 |RA |RA,-0.03375,3.125,80.63414634146342,29.5325,BKN:07 9 OVC:08 18,28.905609756097565,10.0,38.34146341463415,160,20.0,6.658536585365853
2023-03-11,72793724222,29.89733333333333,34.0,42.66666666666666,0.00,-RA:02 |RA |RA,-0.02125,2.5,74.13333333333334,29.915416666666676,OVC:08 100,29.247333333333327,10.0,39.23333333333333,180,23.2,10.433333333333334
2023-03-12,72793724222,29.74636363636364,42.0,44.121212121212125,0.00,-RA:02 |RA |RA,0.03125,6.25,76.39393939393939,29.77875,CLR:00,29.096666666666668,10.0,40.90909090909091,VRB,21.375,8.121212121212121
2023-03-13,72793724222,29.689347826086948,36.0,41.67391304347826,0.00,-RA:02 |RA |RA,-0.0175,2.875,86.69565217391305,29.71166666666667,OVC:08 8,29.0404347826087,10.0,40.10869565217392,170,21.166666666666668,9.0
2023-03-14,72793724222,29.821818181818177,33.0,40.96969696969697,0.00,-RA:02 |RA |RA,0.0075,4.625,72.3030303030303,29.80708333333333,CLR:00,29.171818181818185,10.0,37.30303030303031,160,22.0,7.636363636363637
2023-03-15,72793724222,30.121379310344818,34.0,41.6551724137931,0.00,-RA:02 |RA |RA,-0.0675,1.875,70.82758620689656,30.16041666666665,CLR:00,29.46655172413793,10.0,37.75862068965517,000,18.0,4.068965517241379
2023-03-16,72793724222,30.229166666666668,30.0,41.29166666666666,0.00,-RA:02 |RA |RA,0.01625,5.125,70.20833333333333,30.23958333333333,CLR:00,29.570833333333336,10.0,37.25,000,18.0,4.291666666666667
2023-03-17,72793724222,30.13,25.0,49.75,0.00,-RA:02 |RA |RA,0.0062499999999999,4.75,43.54166666666666,30.13458333333333,CLR:00,29.477500000000003,10.0,40.25,100,18.0,4.958333333333333
2023-03-18,72793724222,30.008333333333336,28.0,53.083333333333336,0.00,-RA:02 |RA |RA,0.0225,6.125,41.875,30.00958333333333,CLR:00,29.35833333333333,10.0,42.875,000,18.0,4.416666666666667
2023-03-19,72793724222,29.72583333333333,30.0,52.79166666666666,0.00,-RA:02 |RA |RA,0.0375,6.125,49.75,29.72458333333333,CLR:00,29.07625,10.0,44.29166666666666,100,18.0,5.708333333333333
2023-03-20,72793724222,29.73543478260869,43.0,47.95652173913044,T,-RA:02 |RA |RA,-0.02125,1.625,84.19565217391305,29.72041666666667,FEW:02 13 BKN:07 21 OVC:08 27,29.08565217391305,10.0,45.869565217391305,180,18.0,5.739130434782608
2023-03-21,72793724222,29.824651162790698,42.0,46.30232558139535,0.00,-RA:02 BR:1 |RA |RA,0.0075,4.625,86.62790697674419,29.80916666666666,CLR:00,29.17465116279069,10.0,44.55813953488372,340,18.0,4.5813953488372094
2023-03-22,72793724222,29.812500000000007,40.0,46.61111111111112,0.00,BR:1 ||,-0.01,3.25,76.16666666666667,29.81083333333333,CLR:00,29.162500000000005,10.0,42.94444444444444,000,18.0,4.444444444444445
2023-03-23,72793724222,29.92441176470588,36.0,43.52941176470589,0.00,-RA:02 |RA |RA,-0.0199999999999999,3.625,73.88235294117646,29.926666666666662,BKN:07 22 OVC:08 28,29.27441176470588,10.0,40.088235294117645,180,26.25,16.441176470588236
2023-03-24,72793724222,30.11028571428572,33.0,39.4,0.00,-RA:02 |RA |RA,-0.02125,2.125,79.37142857142857,30.13333333333334,OVC:08 10,29.458,10.0,36.91428571428571,190,22.0,9.542857142857144
2023-03-25,72793724222,30.24205882352941,32.0,38.94117647058823,0.00,-RA:02 |RA |RA,-0.00375,3.375,76.58823529411765,30.25333333333333,CLR:00,29.58205882352941,10.0,35.97058823529412,180,19.0,6.705882352941177
2023-03-26,72793724222,30.281714285714283,32.0,41.08571428571429,0.00,-RA:02 |RA |RA,-0.00875,3.25,73.37142857142857,30.29416666666667,CLR:00,29.621714285714287,10.0,37.71428571428572,150,19.0,6.371428571428571
2023-03-27,72793724222,30.161666666666665,31.0,45.16666666666666,0.00,-RA:02 |RA |RA,0.0412499999999999,6.125,54.083333333333336,30.17083333333333,CLR:00,29.50666666666667,10.0,38.0,010,19.0,6.791666666666667
2023-03-28,72793724222,29.83625,21.0,53.04166666666666,0.00,-RA:02 |RA |RA,0.01625,5.25,30.95833333333333,29.836666666666662,CLR:00,29.18625,10.0,40.458333333333336,090,22.545454545454547,7.913043478260869
2023-03-29,72793724222,29.80583333333333,30.0,49.66666666666666,0.00,-RA:02 |RA |RA,0.005,5.375,47.208333333333336,29.806249999999995,CLR:00,29.155833333333334,10.0,41.04166666666666,000,22.75,5.208333333333333
2023-03-30,72793724222,29.832142857142856,33.0,45.67857142857143,0.00,-RA:02 |RA |RA,-0.015,3.0,63.17857142857143,29.83916666666666,OVC:08 60,29.182142857142857,10.0,40.42857142857143,180,22.75,8.75
2023-03-31,72793724222,29.86743589743589,39.0,43.15384615384615,0.00,-RA:02 |RA |RA,0.01375,4.25,79.87179487179488,29.883749999999992,BKN:07 14 OVC:08 60,29.217435897435905,10.0,40.53846153846154,160,26.04,14.282051282051285
2023-04-01,72793724222,29.87744186046512,36.0,39.325581395348834,0.00,-RA:02 |RA |RA,-0.01875,3.625,84.65116279069767,29.89208333333333,OVC:08 9,29.22744186046512,10.0,37.55813953488372,180,28.0,8.348837209302326
2023-04-02,72793724222,29.90111111111112,34.0,38.333333333333336,T,-RA:02 |RA |RA,0.00125,4.25,83.72222222222223,29.905,BKN:07 28 OVC:08 40,29.251111111111104,10.0,36.333333333333336,180,22.666666666666668,8.092592592592593
