STATION,DATE,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed
72791894298,2024-09-01 00:53:00,29.93,59.0,66.0,0.0,,-0.02,0.0,78.0,29.93,CLR:00,29.91,62.0,000,,0.0
72791894298,2024-09-01 01:53:00,29.92,57.0,65.0,0.0,,,,76.0,29.92,CLR:00,29.9,60.0,000,,0.0
72791894298,2024-09-01 02:53:00,29.92,57.0,62.0,0.0,,,,84.0,29.92,CLR:00,29.9,59.0,000,,0.0
72791894298,2024-09-01 03:53:00,29.91,57.0,63.0,0.0,,0.02,8.0,81.0,29.91,CLR:00,29.89,60.0,000,,0.0
72791894298,2024-09-01 04:53:00,29.9,57.0,62.0,0.0,,,,84.0,29.9,CLR:00,29.88,59.0,000,,0.0
72791894298,2024-09-01 05:41:00,29.91,57.0,62.0,,,,,84.0,,FEW:02 9,29.89,59.0,300,,3.0
72791894298,2024-09-01 05:53:00,29.91,57.0,61.0,0.0,,,,87.0,29.91,CLR:00,29.89,59.0,320,,5.0
72791894298,2024-09-01 06:53:00,29.92,57.0,64.0,0.0,,-0.01,3.0,78.0,29.92,CLR:00,29.9,60.0,000,,0.0
72791894298,2024-09-01 07:53:00,29.94,57.0,68.0,0.0,,,,68.0,29.94,CLR:00,29.92,62.0,000,,0.0
72791894298,2024-09-01 08:53:00,29.95,58.0,69.0,0.0,,,,68.0,29.95,CLR:00,29.93,62.0,000,,0.0
72791894298,2024-09-01 09:53:00,29.95,58.0,73.0,0.0,,-0.02,1.0,59.0,29.95,CLR:00,29.93,64.0,190,,5.0
72791894298,2024-09-01 10:53:00,29.93,59.0,75.0,0.0,,,,58.0,29.93,CLR:00,29.91,65.0,230,,5.0
72791894298,2024-09-01 11:53:00,29.92,58.0,78.0,0.0,,,,50.0,29.92,CLR:00,29.9,66.0,VRB,,5.0
72791894298,2024-09-01 12:53:00,29.91,58.0,79.0,0.0,,0.04,6.0,49.0,29.91,CLR:00,29.89,66.0,000,,0.0
72791894298,2024-09-01 13:53:00,29.9,58.0,83.0,0.0,,,,43.0,29.89,CLR:00,29.88,67.0,VRB,,5.0
72791894298,2024-09-01 14:53:00,29.87,57.0,84.0,0.0,,,,40.0,29.87,CLR:00,29.85,67.0,000,,0.0
72791894298,2024-09-01 15:53:00,29.86,57.0,84.0,0.0,,0.05,6.0,40.0,29.86,CLR:00,29.84,67.0,230,,3.0
72791894298,2024-09-01 16:53:00,29.86,58.0,84.0,0.0,,,,41.0,29.85,CLR:00,29.84,68.0,310,,5.0
72791894298,2024-09-01 17:53:00,29.86,61.0,82.0,0.0,,,,49.0,29.86,CLR:00,29.84,69.0,310,,8.0
72791894298,2024-09-01 18:53:00,29.89,60.0,75.0,0.0,,-0.03,3.0,60.0,29.89,CLR:00,29.87,66.0,VRB,,6.0
72791894298,2024-09-01 19:53:00,29.91,59.0,70.0,0.0,,,,68.0,29.91,CLR:00,29.89,63.0,310,,6.0
72791894298,2024-09-01 20:53:00,29.93,58.0,66.0,0.0,,,,75.0,29.93,CLR:00,29.91,61.0,320,,7.0
72791894298,2024-09-01 21:53:00,29.95,57.0,65.0,0.0,,-0.06,1.0,76.0,29.94,CLR:00,29.93,60.0,310,,7.0
72791894298,2024-09-01 22:53:00,29.95,57.0,64.0,0.0,,,,78.0,29.95,CLR:00,29.93,60.0,000,,0.0
72791894298,2024-09-01 23:53:00,29.95,57.0,62.0,0.0,,,,84.0,29.95,CLR:00,29.93,59.0,000,,0.0
72791894298,2024-09-02 00:23:00,29.95,57.0,62.0,,,,,84.0,,BKN:07 18,29.93,59.0,000,,0.0
72791894298,2024-09-02 00:53:00,29.95,57.0,63.0,0.0,,-0.01,0.0,81.0,29.95,OVC:08 17,29.93,60.0,000,,0.0
72791894298,2024-09-02 01:53:00,29.95,57.0,64.0,0.0,,,,78.0,29.95,OVC:08 15,29.93,60.0,340,,5.0
72791894298,2024-09-02 02:27:00,29.96,57.0,64.0,,,,,78.0,,OVC:08 14,29.94,60.0,VRB,,3.0
